순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사,줄거리,장르
910,폭유!수영교실,2014-03-06,36000,0.0,2,1.0,일본,일본,(주)도키엔터테인먼트,"남편이 무의식중에 한 말 한 마디, 섹스 후 근육통이 심하다는 말 때문에 바스트업을 위해 수영교실에 다니기 시작한 이즈미. 신혼초와는 다르게 부쩍 잔업도 늘고 집에서는 식사도 거의 않는 남편 때문에 외로움을 느끼던 이즈미는 수영교실에 다니면서 활기를 찾는다. 거기에서 친해진 나오미는 불륜의 즐거움을 역설하고, 때마침 그녀에게 접근한 수영강사 코지와 깊은 관계를 맺게 된다. 그러나 사실 나오미는 이즈미의 남편 나오토와 불륜 관계에 있었고, 이즈미와 나오토가 이혼하도록 하기 위해 코지와 일을 꾸민 것이었다. 코지와 나오미는 과거 연인 사이로, 코지가 바람을 피운 것이 원인이 되어 헤어졌다. 아직 나오미를 사랑하면서도 과거에 준 상처 때문에 다가가지 못 하는 코지는 어쩔 수 없이 나오미의 말에 따른다. 그리고 그런 코지와 이즈미의 밀회 사진이 집으로 배달되어 남편 나오토도 이 사실을 알게 된다. 험악해지는 부부 관계. 그러나 이즈미의 사진을 보고 자신의 잘못도 깨달은 나오토는 이즈미에게 사과하고, 또다시 날아든 나오토와 나오미의 밀회 사진을 보고 모든 것을 깨달은 이즈미는 코지와 나오미를 추궁한다. 그러나 사실 그 사진을 찍어서 보낸 사람은 같은 수영학원 강사인 카스미였다. 그녀는 코지의 마음을 얻기 위해 모든 일을 벌인 것이었다. 일그러진 사랑 속에서 서로의 마음을 확인한 나오토와 이즈미, 코지와 나오미. 각각 화해하고 다시 새로운 사랑을 시작한다.",성인물(에로)
910,수영복 불륜정사,2014-03-13,36000,0.0,2,1.0,일본,일본,(주)도키엔터테인먼트,"유우의 남편은 사진과 수영복 마니아. 유우에게 수영복을 입히고 사진을 찍고 싶어 하지만 유우는 꺼림칙해 할 뿐이다. 그러던 어느 날, 언니 레이코가 갑자기 집에 들이닥쳐 잠시만 신세를 진다고 하는데...레이코는 유우의 남편의 성벽을 알고는 일부러 수영복을 입은 채 그를 유혹한다. 그녀의 유혹에 넘어가 처형과 부적절한 관계를 맺고 마는 유우의 남편. 그리고 유우는 그런 둘 사이를 의심하게 된다. 그리고 집을 나간 부인을 찾아온 레이코의 남편. 사실 그는 레이코의 지나친 성욕 때문에 오히려 기를 못 펴다가 이런 상황에 이르게 된 것이다. 언니 레이코에게 복수하기 위해 형부와 관계를 가지는 유우. 그리고 그런 둘을 지켜보며 흥분하는 레이코. 그녀는 제부에게 비밀스러운 제안을 하게 되는데...사진 촬영을 구실로 동생 유우와 나란히 수영복을 입고, 제부와 자기 남편에게 사직을 찍게 하는 것이었다. 그리고 레이코와 유우의 남편은 자연스럽게 정사를 시작하고, 그런 둘을 지켜보며 혼란스러워 하던 유우도 점차 흥분하여 그 둘 옆에서 형부와 관계를 맺게 된다. 평소와 다른 자극 속에 원래의 남편과 부인에게 애정을 재확인하게 된 네 사람은 행복한 미소를 짓는다.",성인물(에로)
910,노리개 시즈카 부인,2014-02-27,36000,0.0,2,1.0,일본,일본,(주)도키엔터테인먼트,"작은 마을이지만 사랑하는 남편 소지와 행복하게 살고 있던 시즈카. 결혼 후 15년이 지나고도 변함없는 사랑을 확인하며 정사를 벌이던 어느 날, 남편 소지가 복상사하고 만다. 그런데 그녀가 살고 있는 마을에는 이상한 풍습이 있었는데, 50살 이하 여자가 과부가 됐을 시에는, 마을의 어린 남자의 동정을 떼 주는 역할을 맡는 것이었다. 그리고 지금 마을에 그 대상이 될 만한 남자는 시즈카가 옛날부터 동생처럼 생각해온 란지 뿐이었다. 부담스러운 마음에 시즈카는 갈등하지만, 사실 란지는 옛날부터 그녀를 짝사랑해서 일부러 동정을 지켜온 것이었다. 그런 란지의 마음에 감동한 시즈카는 그와 사랑으로 맺어지고, 두 사람은 투신자살처럼 꾸며 마을에서 탈출해 단란한 가정을 꾸리게 된다. 그리고 역시 같은 마을 출신의 루카는 일부러 도시 학교로 진학하여 결혼하고 살았지만 결국 남편에게 버림받고 돌아온다. 그리고 학생 시절 관계를 가진 적이 있는 윈드와 재회하여 다시 사랑을 나누게 된다. 하지만 작은 마을이라 두 사람의 소문이 무성하게 퍼지자, 루카를 지키기 위하여 윈드의 아내 키요미는 루카에게 마을의 다른 남자들과도 관계를 가질 것을 제의한다. 키요미의 말에 따르고 위기를 벗어난 루카. 그녀는 자신이 싫어하던 마을로 돌아오고 말았지만 나름 행복한 인생을 살아간다.",성인물(에로)
910,음란하게 짜릿하게,2014-12-11,14000,0.0,2,1.0,일본,일본,(유)조이앤컨텐츠그룹,사에코는 고아원 출신이다. 어린 날 파친코계의 거대 기업인 코미야마가 땅을 매입하는 과정에서 사에코가 있었던 고아원도 매입에 포함된다. 당시 고아원 원장은 코미야마 사장에게 사정을 해보지만 무자비하게 거절당하고 결국 고아원은 없어진다. 그 후 세월이 흘러 성인이 된 사에코는 코미야마 계열 회사에 입사해 복수를 시작한다. 사에코는 회사의 비리를 찾아내고 또한 코미야마의숨겨놓은 자식까지도 알아내 점점 코미야마의 숨통을 조여간다.,멜로/로맨스
910,뜨겁게 젖은 사케의 비밀,2014-12-23,14000,0.0,2,1.0,일본,일본,(주)코랄픽쳐스,"인기 절정의 그 바에 숨겨진 쇼킹하고 에로틱한 비법

아내가 세상을 떠난 후, “모노노베야”라는 바를 운영하는 모노노베는 미국으로 떠나는 것이 꿈인 딸과 함께 살고 있다. 그의 가게는 한때는 유명 인사들이 드나 들던 잘 나가던 화려한 명소였다. 그러나 어느 날부터인가 그의 바에는 손님들의 발길이 끊기기 시작했고 지금은 겨우 바를 유지할 뿐이다.

모노노베의 바에 단골 손님 중에서 그의 딸과 몰래 사귀는 수네다는 그에게 ‘유메도노’라는 이동식 바가 오면서부터 손님들이 그 곳에 드나들고 있다고 알려준다. 모노노베는 그 이동식 바의 주인이 자신의 바에 오곤 했던 미스테리한 손님이였다는 것을 알게 된다.

모노노베와 수네다는 이동식 바 ‘유메도노’를 염탐하기 위해 찾아간다. 그는 이동식 바인 트럭 뒤쪽에서 ‘유메도노’의 주인의 젊은 아내가 술병을 가지고 이상한 동작을 하고 있는 것을 훔쳐보게 된다. 그리고 그것이 ‘유메도노’라는 이동식 바에 손님들이 늘어가는 비법이라는 것도 알게 된다.","드라마,멜로/로맨스"
910,죽도록 아름다운 세상,2014-02-27,36000,0.0,2,1.0,일본,일본,(주)도키엔터테인먼트,"미국에서 유학 중인 한국인 ‘아중’은 일본인 친구 ‘타카코’를 따라 방학을 맞이하여 여행을 떠난다. ‘타카코’와 같이 온 일본인 ‘마사노리’, ‘켄지로’, ‘에리카’, ‘히로노’는 영어를 하나도 하지 못해 ‘아중’은 불편하기만 하다. 펜션에 도착하기 전, 근처 슈퍼에서 먹을 것을 사던 중 화장실이 급한 ‘에리카＇는 화장실을 찾다가 주차되어 있는 차 옆에서 몰래 볼일을 본다. 그러던 ’에리카‘는 차 안에서 들리는 인기척에 놀라 도망치고, 시체를 유기던 연쇄 살인범 ’빅터‘는 자신의 모습을 ‘에리카‘가 보고 도망쳤다고 생각하게 된다. ’빅터‘는 공범인 형 ’헨리‘에게 동양인 여자가 시체 버리는 것을 보았다고 이야기하고 형과 함께 동양인 여자 ‘에리카’를 찾아 나선다. ‘헨리’는 무리에서 떨어져 나온 ’히로노‘를 붙잡아 고문하고, 자신을 본 ’에리카‘를 찾은 ’빅터‘는 ’에리카‘를 뒤쫓다가 죽음을 맞이하게 된다. ’빅터‘와의 몸 싸움에서 살아남은 ’에리카‘는 자신이 ’빅터‘라면서 자신의 몸을 돌려달라고 이야기한다. 그러던 중 ’헨리‘는 그들이 있는 펜션을 습격한다. ’헨리‘에게 자신이 ’빅터‘라고 이야기해도 ’헨리‘는 믿지 않고, ’에리카‘는 그런 ’헨리‘를 죽인다. 동양인 몸으로 더욱 강력한 힘을 가졌다고 생각하는 ’에리카‘는 같이 여행 온 친구들까지 하나 둘 죽여 나간다. 마지막 남은 한국인 ’아중‘은 ’에리카‘의 죽이고 유유히 펜션을 빠져나간다.",공포(호러)
910,순결한 키리코의 정사,2014-02-20,36000,0.0,2,1.0,일본,일본,(주)도키엔터테인먼트,"중학 수험용 교재 판매 세일즈를 하고 있는 중년의 모리야마. 그의 영업 실적은 나쁘지 않지만, 술과 여자, 도박에 돈을 쓰며 세월을 보내다보니 어느덧 나이만 먹고 돈도 가족도 없는 외로운 독신남이 되어 있었다. 그런 그의 곁에 갑자기 나타난 신입사원 키리코. 밝고 친절하며 싹싹한 그녀에게 호감을 느끼면서도 가진 것 없는 자신의 처지 때문에 그 마음을 숨기고 있다. 쓸쓸한 그는 월급날에 출장 여성을 불러 성욕을 푸는 것을 낙으로 삼고 있었다. 그리고 그 출장소에서도 남몰래 아르바이트를 시작한 키리코. 그녀에게는 아이가 하나 있어 여자 혼자 몸으로 키우기 위해서는 어쩔 수 없는 선택이었다. 타고난 성품 때문에 고객의 지명이 늘고 매출도 1위를 기록하자 기가 센 동료 시즈카와 출장소의 매니저 야부키는 그녀를 강제로 범하기에 이른다. 그리고 변함없이 월급을 받아 다시 출장 여성을 부른 모리야마. 그의 집을 찾아온 것은 다름 아닌 키리코였다. 자초지종을 설명하고 돌아가려는 키리코에게 모리야마는 진심을 고백하고, 두 사람은 사랑으로 맺어진다.",성인물(에로)
910,아로마 마사지의 유혹,2014-03-19,36000,0.0,2,1.0,일본,일본,(주)도키엔터테인먼트,"결혼 5년째 전업주부 키와코. 불만 없는 매일을 보내고 있지만 고대하던 아이는 생기지 않고, 남편과의 밤생활도 시큰둥하다. 슬슬 군살도 붙어 신경이 쓰이던 참에, 친하게 지내는 주부 아케미의 제안으로 조깅과 마사지를 병행하게 된다. 하지만 처음 찾은 마사지샵의 마사지사가 남자란 걸 알고 조금 불안해한다. 그런 그녀에게 성실하고 따뜻하게 서비스를 하는 젊은 마사지사 타도코로. 키와코는 남편 이외에 오랜만에 접하는 이성의 손길과 따뜻한 심성에 자기도 모르게 설레기 시작한다. 자신이 마음이 점점 커져가는 것에 불안을 느끼고 마사지를 그만두고 싶다고 말하는 키와코에게 아케미는 담당을 바꿔볼 것을 권하고, 점장에게 처음 마사지를 받는다. 하지만 점장은 타도코로와는 달리 그녀를 성적으로 자극하여 고정 고객이 되게 하려는 속셈이었고, 남편 이외의 남자에게 부끄러운 모습을 보인 키와코는 더욱 고뇌한다. 점장이 한 짓을 알고 가게를 그만두기로 한 타도코로와 마지막으로 만난 키와코. 그녀는 그와 처음이자 마지막으로 격렬하고도 애정에 찬 정사를 나누고, 다시 평범한 일상으로 돌아온다.",성인물(에로)
910,나오코의 신혼생활 백서,2014-02-20,36000,0.0,2,1.0,일본,일본,(주)도키엔터테인먼트,"나이 차이는 많이 나지만 자상한 남편과 여유로운 생활에 젖어 행복한 매일을 보내고 있는 나오코. 가사일에도 익숙해지고 아는 사람도 없던 동네에 새로운 친구도 생겨 그저 즐거울 뿐이다. 동네 친구인 쿠리바야시는 이혼 후 혼자 사는 여자로, 맛있는 음식을 자주 가지고 와서 수다를 떨다가 가곤 한다. 그리고 계주를 맡고 있어서 나오코도 그녀를 통해 펀드를 하며 배당금을 받고 있었다. 하지만 행복해만 보이는 그녀에게는 사실 비밀이 있었다. 그것은 결혼 전 사귀었던 카토라는 남자가 아직까지 그녀를 잊지 못 하고 메일을 보내거나 집을 찾아오는 등 스토커 행위를 한다는 것, 그리고 그와의 사이에서 낙태를 한 적이 있다는 것이다. 그러던 어느 날, 남편이 퇴근길에 집 앞에서 이상한 남자를 봤다는 이야기를 듣고 불안에 휩싸이는 나오코. 그리고 쿠리바야시는 더 많은 배당금을 약속하며 그녀에게 200만엔을 더 투자할 것을 제안한다. 무언가에 홀린 듯 돈을 입금하는 나오코. 사실 쿠리바야시는 투자자들의 독촉에 시달리고 있는 처지였고, 곧 나오코도 그 사실을 알게 된다. 돈을 갚을 길이 없어지자 카토를 이용해 나오코를 겁탈하게 한 후 동영상을 찍고 그를 이용해 돈벌이를 기획하는 쿠리바야시. 그리고 임신한 사실을 알고 기뻐하는 나오코는 남편에게 이 사실을 알리려 하지만, 남편이 내민 것은 정자 기능 장애 판정서였다.",성인물(에로)
910,하펫 꿈나라 모험,2014-05-15,16000,0.0,2,1.0,스페인,스페인,페어팍스인터내셔날(주),"최고의 스타가 되기 위한 아기 소 무무의 신나는 모험이 시작된다!
모험심 강한 아기 소 ‘무무’는 친구들과 함께하는 놀이가 더 이상 즐겁지 않다. 그러던 어느 날, 무무는 여행 중인 양떼를 만나 최고의 스타가 되기 위해 정든 친구들과 집을 뒤로 하고 양들과 함께 태양의 왕국으로 떠난다. 한편, 똑똑한 강아지 알프레드, 낙천적인 기린 리타, 다정한 아기 돼지 올가, 아이디어가 풍부한 곰 마일로, 귀여운 새 타랄로는 친구 무무를 찾아 먼 길을 나서는데…
멀고 먼 태양의 왕국까지 신나는 모험이 펼쳐진다!",애니메이션
910,교수님의 은밀한 강요,2014-03-19,36000,0.0,2,1.0,일본,일본,(주)도키엔터테인먼트,"대학 졸업반인 가와다는 우연한 기회에 짝사랑하던 가타야마 교수의 연구를 돕게 된다. 그의 연구 테마는 육체적 억압과 충동 범죄의 관련성이었고, 그의 연구를 돕던 가와다는 그의 컴퓨터에서 치한범의 음성을 듣고 그 농밀한 내용에 흥분을 하게 된다. 실은 이 모든 것은 가타야마 교수의 계획적인 접근이었으나 이를 알지 못 한 그녀는 그가 생각한대로 그와 뜨거운 정사를 나누게 된다.
불특정한 시간에 불특정한 사람에게 치한 범죄를 저지르는 습관이 있던 그는, 우연히 아케미라는 여자를 만나 새로운 감정을 깨닫게 된다. 그녀는 그에게 저항하지 않았고, 그에게 이름을 알려 주며 불러 줄 것을 부탁하였다. 그저 단 한 번의 불쾌한 만남으로 끝났을 터였던 그들의 만남은 횟수가 반복됨에 따라 새로운 감정으로 발전하기 시작한다.
부인의 생활을 감시하면서, 그녀가 바람을 피우고 있을 것이라고 의심하는 남편. 하지만 모든 것은 그의 망상에 불과하며, 두 사람은 서로를 강렬하게 원하는 뜨거운 부부였다.",성인물(에로)
